customer_id,risk_score,risk_label,batch_run_at,eligible_expand
C001,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C002,0.029611513598033268,LOW,2026-05-25T09:55:09.696734+00:00,1
C003,0.9525341666425258,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C004,0.9848787241352861,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C005,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C006,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C007,0.04057081386583768,LOW,2026-05-25T09:55:09.696734+00:00,1
C008,0.03206617190446731,LOW,2026-05-25T09:55:09.696734+00:00,1
C009,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C010,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C011,0.06041030553696818,LOW,2026-05-25T09:55:09.696734+00:00,1
C012,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C013,0.9300902055082737,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C014,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C015,0.00046060157655300916,LOW,2026-05-25T09:55:09.696734+00:00,1
C016,0.06011897740249462,LOW,2026-05-25T09:55:09.696734+00:00,1
C017,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C018,0.9761452135520948,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C019,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C020,0.028641718483176842,LOW,2026-05-25T09:55:09.696734+00:00,1
C021,0.9756828663698645,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C022,0.9733220558257212,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C023,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C024,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C025,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C026,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C027,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C028,0.06180725929186292,LOW,2026-05-25T09:55:09.696734+00:00,1
C029,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C030,0.07099780163533179,LOW,2026-05-25T09:55:09.696734+00:00,1
C031,0.07018039355481469,LOW,2026-05-25T09:55:09.696734+00:00,1
C032,0.003182274542968596,LOW,2026-05-25T09:55:09.696734+00:00,1
C033,0.9249907549416949,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C034,0.11496580478436923,LOW,2026-05-25T09:55:09.696734+00:00,1
C035,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C036,0.9834561246359751,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C037,0.04780640083777499,LOW,2026-05-25T09:55:09.696734+00:00,1
C038,0.035115187199496516,LOW,2026-05-25T09:55:09.696734+00:00,1
C039,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C040,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C041,0.01592371826002023,LOW,2026-05-25T09:55:09.696734+00:00,1
C042,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C043,0.03331709537835635,LOW,2026-05-25T09:55:09.696734+00:00,1
C044,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C045,0.014121518584967555,LOW,2026-05-25T09:55:09.696734+00:00,1
C046,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C047,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C048,0.9565517985211874,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C049,0.039521532462107906,LOW,2026-05-25T09:55:09.696734+00:00,1
C050,0.07612559586675093,LOW,2026-05-25T09:55:09.696734+00:00,1
C051,0.972116658649123,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C052,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C053,0.021609192178962056,LOW,2026-05-25T09:55:09.696734+00:00,1
C054,0.0004049357362724502,LOW,2026-05-25T09:55:09.696734+00:00,1
C055,0.9236057969217918,LOW,2026-05-25T09:55:09.696734+00:00,1
C056,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C057,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C058,0.8930452721993427,LOW,2026-05-25T09:55:09.696734+00:00,1
C059,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C060,0.01838547815835448,LOW,2026-05-25T09:55:09.696734+00:00,1
C061,0.9984841849119792,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C062,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C063,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C064,0.9998294774468693,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C065,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C066,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C067,0.04319013785587242,LOW,2026-05-25T09:55:09.696734+00:00,1
C068,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C069,0.0027987860305866454,LOW,2026-05-25T09:55:09.696734+00:00,1
C070,0.06073421293598048,LOW,2026-05-25T09:55:09.696734+00:00,1
C071,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C072,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C073,0.07090518503201838,LOW,2026-05-25T09:55:09.696734+00:00,1
C074,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C075,0.05552077141835376,LOW,2026-05-25T09:55:09.696734+00:00,1
C076,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C077,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C078,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C079,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C080,0.006630067695960956,LOW,2026-05-25T09:55:09.696734+00:00,1
C081,0.9746478731238757,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C082,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C083,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C084,0.047979620692553224,LOW,2026-05-25T09:55:09.696734+00:00,1
C085,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C086,0.9249314633705568,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C087,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C088,0.9136228724625142,LOW,2026-05-25T09:55:09.696734+00:00,1
C089,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C090,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C091,0.015005039418544336,LOW,2026-05-25T09:55:09.696734+00:00,1
C092,0.006828799054052289,LOW,2026-05-25T09:55:09.696734+00:00,1
C093,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C094,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C095,0.008222433960783525,LOW,2026-05-25T09:55:09.696734+00:00,1
C096,0.0001,LOW,2026-05-25T09:55:09.696734+00:00,1
C097,0.9827769906444129,MEDIUM,2026-05-25T09:55:09.696734+00:00,0
C098,0.021255190791847737,LOW,2026-05-25T09:55:09.696734+00:00,1
C099,0.9999,HIGH,2026-05-25T09:55:09.696734+00:00,0
C100,0.08484121076612754,LOW,2026-05-25T09:55:09.696734+00:00,1
