customer_id,risk_score,risk_label,batch_run_at,eligible_expand
C001,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C002,0.029625861985396455,LOW,2026-05-25T09:53:33.581370+00:00,1
C003,0.9525981384966864,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C004,0.9850475542103723,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C005,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C006,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C007,0.04057079513982205,LOW,2026-05-25T09:53:33.581370+00:00,1
C008,0.03206613866715208,LOW,2026-05-25T09:53:33.581370+00:00,1
C009,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C010,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C011,0.06053230006384124,LOW,2026-05-25T09:53:33.581370+00:00,1
C012,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C013,0.9298302538957672,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C014,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C015,0.000460666538304674,LOW,2026-05-25T09:53:33.581370+00:00,1
C016,0.06011922003154141,LOW,2026-05-25T09:53:33.581370+00:00,1
C017,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C018,0.9760559836138525,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C019,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C020,0.028643196613233928,LOW,2026-05-25T09:53:33.581370+00:00,1
C021,0.9754200550400981,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C022,0.9733071313825895,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C023,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C024,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C025,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C026,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C027,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C028,0.061807257131632515,LOW,2026-05-25T09:53:33.581370+00:00,1
C029,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C030,0.07099782193518583,LOW,2026-05-25T09:53:33.581370+00:00,1
C031,0.07018074340571878,LOW,2026-05-25T09:53:33.581370+00:00,1
C032,0.00310502394919014,LOW,2026-05-25T09:53:33.581370+00:00,1
C033,0.9249728394194741,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C034,0.11495316926391913,LOW,2026-05-25T09:53:33.581370+00:00,1
C035,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C036,0.9833074223407384,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C037,0.04780641225217462,LOW,2026-05-25T09:53:33.581370+00:00,1
C038,0.03511519381416044,LOW,2026-05-25T09:53:33.581370+00:00,1
C039,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C040,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C041,0.01592381066731183,LOW,2026-05-25T09:53:33.581370+00:00,1
C042,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C043,0.033316866650600505,LOW,2026-05-25T09:53:33.581370+00:00,1
C044,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C045,0.014107917398992796,LOW,2026-05-25T09:53:33.581370+00:00,1
C046,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C047,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C048,0.9565492884440372,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C049,0.039521578539946624,LOW,2026-05-25T09:53:33.581370+00:00,1
C050,0.07644365025346418,LOW,2026-05-25T09:53:33.581370+00:00,1
C051,0.971940616112729,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C052,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C053,0.021609264143631058,LOW,2026-05-25T09:53:33.581370+00:00,1
C054,0.0004055577991711021,LOW,2026-05-25T09:53:33.581370+00:00,1
C055,0.9236229060152985,LOW,2026-05-25T09:53:33.581370+00:00,1
C056,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C057,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C058,0.8930374814705069,LOW,2026-05-25T09:53:33.581370+00:00,1
C059,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C060,0.0183970820889455,LOW,2026-05-25T09:53:33.581370+00:00,1
C061,0.9984844253852581,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C062,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C063,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C064,0.9998225388665296,MEDIUM,2026-05-25T09:53:33.581370+00:00,0
C065,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
C066,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C067,0.04319007622697384,LOW,2026-05-25T09:53:33.581370+00:00,1
C068,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C069,0.00279553612480117,LOW,2026-05-25T09:53:33.581370+00:00,1
C070,0.06073423592820393,LOW,2026-05-25T09:53:33.581370+00:00,1
C071,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C072,0.0001,LOW,2026-05-25T09:53:33.581370+00:00,1
C073,0.07090847157300399,LOW,2026-05-25T09:53:33.581370+00:00,1
C074,0.9999,HIGH,2026-05-25T09:53:33.581370+00:00,0
